GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JabRef,org.jabref.logic.msbib,MSBibEntry,8,981,7,61,2,189,8,44,1,17
JabRef,org.jabref.logic.msbib,MSBibEntryType,0,105,0,0,0,18,0,1,0,1
JabRef,org.jabref.logic.msbib,MSBibConverter,41,434,8,36,4,66,10,27,2,13
JabRef,org.jabref.logic.msbib,BibTeXConverter,6,315,2,26,1,62,2,16,0,4
JabRef,org.jabref.logic.msbib,MSBibMapping,0,466,0,0,0,82,0,7,0,7
JabRef,org.jabref.logic.msbib,MSBibDatabase,17,190,3,9,5,50,3,9,0,6
JabRef,org.jabref.logic.msbib,PageNumbers,59,47,2,4,14,13,3,6,2,4
JabRef,org.jabref.logic.msbib,MsBibAuthor,7,91,1,5,1,24,1,11,0,9
JabRef,org.jabref.gui.help,ErrorConsoleAction,13,0,0,0,4,0,2,0,2,0
JabRef,org.jabref.gui.help,VersionWorker,161,0,12,0,31,0,17,0,11,0
JabRef,org.jabref.gui.help,AboutDialogViewModel,254,0,4,0,58,0,25,0,23,0
JabRef,org.jabref.gui.help,NewVersionDialog,157,0,4,0,24,0,5,0,3,0
JabRef,org.jabref.gui.help,AboutAction,20,0,0,0,7,0,3,0,3,0
JabRef,org.jabref.gui.help,SearchForUpdateAction,29,0,0,0,9,0,2,0,2,0
JabRef,org.jabref.gui.help,AboutDialogView,80,0,0,0,28,0,12,0,12,0
JabRef,org.jabref.gui.help,HelpAction,30,0,0,0,10,0,3,0,3,0
JabRef,org.jabref.gui.auximport,FromAuxDialog,186,0,10,0,38,0,10,0,5,0
JabRef,org.jabref.gui.auximport,AuxParserResultViewModel,32,104,5,3,4,13,4,2,0,2
JabRef,org.jabref.gui.auximport,NewSubLibraryAction,24,0,0,0,7,0,2,0,2,0
JabRef,org.jabref.gui.preferences.protectedterms,NewProtectedTermsFileDialog,194,0,2,0,26,0,5,0,4,0
JabRef,org.jabref.gui.preferences.protectedterms,ProtectedTermsTabViewModel,361,0,16,0,87,0,20,0,12,0
JabRef,org.jabref.gui.preferences.protectedterms,ProtectedTermsListItemModel,51,0,0,0,11,0,6,0,6,0
JabRef,org.jabref.gui.preferences.protectedterms,ProtectedTermsTab,258,0,2,0,47,0,20,0,19,0
JabRef,org.jabref.gui.preferences.protectedterms,ProtectedTermsTab.ContextAction,68,0,9,0,14,0,8,0,2,0
JabRef,org.jabref.logic.openoffice.action,EditMerge,444,0,58,0,110,0,35,0,6,0
JabRef,org.jabref.logic.openoffice.action,Update,64,0,4,0,14,0,5,0,3,0
JabRef,org.jabref.logic.openoffice.action,EditSeparate,103,0,8,0,27,0,5,0,1,0
JabRef,org.jabref.logic.openoffice.action,ExportCited.GenerateDatabaseResult,9,0,0,0,4,0,1,0,1,0
JabRef,org.jabref.logic.openoffice.action,ExportCited,111,0,8,0,27,0,6,0,2,0
JabRef,org.jabref.logic.openoffice.action,EditInsert,96,0,8,0,23,0,6,0,2,0
JabRef,org.jabref.logic.openoffice.action,Update.SyncOptions,22,0,0,0,9,0,3,0,3,0
JabRef,org.jabref.logic.openoffice.action,ManageCitations,19,0,0,0,5,0,2,0,2,0
JabRef,org.jabref.logic.openoffice.action,EditMerge.JoinableGroupData,9,0,0,0,4,0,1,0,1,0
JabRef,org.jabref.logic.openoffice.action,EditMerge.ScanState,23,0,0,0,9,0,2,0,2,0
JabRef,org.jabref.gui.preferences,PreferenceTabViewModel,4,0,0,0,2,0,2,0,2,0
JabRef,org.jabref.gui.preferences,PreferencesDialogViewModel,501,0,14,0,99,0,21,0,14,0
JabRef,org.jabref.gui.preferences,AbstractPreferenceTabView,21,0,0,0,8,0,6,0,6,0
JabRef,org.jabref.gui.preferences,ShowPreferencesAction,21,0,0,0,7,0,2,0,2,0
JabRef,org.jabref.gui.preferences,PreferencesFilterDialog,155,0,6,0,27,0,13,0,10,0
JabRef,org.jabref.gui.preferences,PreferencesSearchHandler,193,0,22,0,49,0,22,0,11,0
JabRef,org.jabref.gui.preferences,PreferencesDialogView,182,0,4,0,48,0,14,0,12,0
JabRef,org.jabref.logic.importer.fetcher,MathSciNet,6,250,0,4,0,44,1,13,1,11
JabRef,org.jabref.logic.importer.fetcher,OpenLibraryFetcher,51,319,5,11,9,69,7,26,2,23
JabRef,org.jabref.logic.importer.fetcher,AstrophysicsDataSystem,127,517,7,13,33,106,9,30,3,26
JabRef,org.jabref.logic.importer.fetcher,ACMPortalFetcher,3,37,0,0,1,9,1,5,1,5
JabRef,org.jabref.logic.importer.fetcher,ComplexSearchQuery,180,239,25,32,26,44,30,22,6,14
JabRef,org.jabref.logic.importer.fetcher,LibraryOfCongress,0,24,0,0,0,7,0,4,0,4
JabRef,org.jabref.logic.importer.fetcher,SpringerFetcher,84,414,8,30,13,81,16,21,8,10
JabRef,org.jabref.logic.importer.fetcher,DOAJFetcher,17,467,13,49,6,78,14,27,1,9
JabRef,org.jabref.logic.importer.fetcher,IEEE,34,632,13,43,9,123,17,31,4,15
JabRef,org.jabref.logic.importer.fetcher,ArXiv.ArXivEntry,5,314,1,9,3,51,1,22,0,18
JabRef,org.jabref.logic.importer.fetcher,SpringerLink,10,111,1,5,2,29,2,7,1,5
JabRef,org.jabref.logic.importer.fetcher,GvkFetcher,3,104,0,0,1,12,1,4,1,4
JabRef,org.jabref.logic.importer.fetcher,ACS,12,50,1,3,2,12,1,5,0,4
JabRef,org.jabref.logic.importer.fetcher,DoiResolution,117,198,17,17,28,50,14,12,1,8
JabRef,org.jabref.logic.importer.fetcher,INSPIREFetcher,3,83,0,0,1,15,1,6,1,6
JabRef,org.jabref.logic.importer.fetcher,CiteSeer.new HtmlToUnicodeFormatter() {...},0,34,0,0,0,8,0,2,0,2
JabRef,org.jabref.logic.importer.fetcher,GrobidCitationFetcher,4,89,0,2,2,26,2,7,2,6
JabRef,org.jabref.logic.importer.fetcher,ArXiv,119,392,12,20,20,83,12,33,4,25
JabRef,org.jabref.logic.importer.fetcher,DiVA,3,40,0,0,1,10,1,5,1,5
JabRef,org.jabref.logic.importer.fetcher,IsbnFetcher,18,55,2,4,5,16,3,6,1,5
JabRef,org.jabref.logic.importer.fetcher,TitleFetcher,3,45,0,4,1,13,1,5,1,3
JabRef,org.jabref.logic.importer.fetcher,TrustLevel,0,49,0,0,0,10,0,3,0,3
JabRef,org.jabref.logic.importer.fetcher,Medra,10,191,2,6,3,38,2,17,0,15
JabRef,org.jabref.logic.importer.fetcher,CrossRef,11,425,1,19,4,77,2,36,1,27
JabRef,org.jabref.logic.importer.fetcher,MrDLibFetcher,68,150,5,5,17,38,7,6,2,6
JabRef,org.jabref.logic.importer.fetcher,DOABFetcher,57,270,6,23,14,55,5,25,0,8
JabRef,org.jabref.logic.importer.fetcher,BibsonomyScraper,64,0,0,0,15,0,2,0,2,0
JabRef,org.jabref.logic.importer.fetcher,SemanticScholar,21,394,7,21,6,85,7,19,0,12
JabRef,org.jabref.logic.importer.fetcher,IacrEprintFetcher,34,218,3,11,4,48,3,16,0,12
JabRef,org.jabref.logic.importer.fetcher,ComplexSearchQuery.ComplexSearchQueryBuilder,171,230,31,24,33,38,31,16,5,11
JabRef,org.jabref.logic.importer.fetcher,RfcFetcher,3,44,0,4,1,10,1,6,1,4
JabRef,org.jabref.logic.importer.fetcher,AbstractIsbnFetcher,3,36,0,2,1,8,1,4,1,3
JabRef,org.jabref.logic.importer.fetcher,ResearchGate,207,244,11,7,52,70,12,13,5,11
JabRef,org.jabref.logic.importer.fetcher,DoiFetcher,50,237,9,15,14,43,10,12,2,8
JabRef,org.jabref.logic.importer.fetcher,DBLPFetcher,3,100,0,0,1,19,1,5,1,5
JabRef,org.jabref.logic.importer.fetcher,BiodiversityLibrary,32,482,8,14,5,95,7,21,1,16
JabRef,org.jabref.logic.importer.fetcher,OpenAccessDoi,13,72,0,2,5,22,0,9,0,8
JabRef,org.jabref.logic.importer.fetcher,CiteSeer,3,106,0,2,1,23,1,7,1,6
JabRef,org.jabref.logic.importer.fetcher,ZbMATH,30,261,2,8,0,55,7,12,5,9
JabRef,org.jabref.logic.importer.fetcher,ApsFetcher,7,91,1,7,4,24,2,7,1,4
JabRef,org.jabref.logic.importer.fetcher,CollectionOfComputerScienceBibliographiesParser,6,98,0,2,2,22,0,7,0,6
JabRef,org.jabref.logic.importer.fetcher,GoogleScholar,185,224,17,11,44,47,15,11,4,8
JabRef,org.jabref.logic.importer.fetcher,IsbnViaEbookDeFetcher,0,59,0,0,0,12,0,5,0,5
JabRef,org.jabref.logic.importer.fetcher,CustomizableKeyFetcher,2,0,0,0,1,0,1,0,1,0
JabRef,org.jabref.logic.importer.fetcher,CompositeSearchBasedFetcher,3,69,1,3,1,18,2,7,1,6
JabRef,org.jabref.logic.importer.fetcher,ScienceDirect,67,272,4,12,14,72,7,16,3,12
JabRef,org.jabref.logic.importer.fetcher,JstorFetcher,132,83,9,3,29,18,9,6,3,6
JabRef,org.jabref.logic.importer.fetcher,CollectionOfComputerScienceBibliographiesFetcher,0,142,1,5,0,33,1,9,0,7
JabRef,org.jabref.logic.importer.fetcher,MedlineFetcher,42,299,4,22,10,67,5,20,1,10
JabRef,org.jabref.logic.formatter.minifier,MinifyNameListFormatter,0,83,0,12,0,20,0,13,0,7
JabRef,org.jabref.logic.formatter.minifier,TruncateFormatter,0,45,0,2,0,11,0,7,0,6
JabRef,org.jabref.logic.remote,RemoteUtil,0,10,0,4,0,1,0,3,0,1
JabRef,org.jabref.logic.remote,RemotePreferences,6,48,0,2,2,12,2,8,2,7
JabRef,org.jabref.gui.maintable.columns,SpecialFieldColumn,253,0,10,0,54,0,18,0,13,0
JabRef,org.jabref.gui.maintable.columns,LinkedIdentifierColumn,208,0,10,0,47,0,15,0,10,0
JabRef,org.jabref.gui.maintable.columns,MainTableColumn,62,0,0,0,15,0,7,0,7,0
JabRef,org.jabref.gui.maintable.columns,LibraryColumn,32,0,0,0,8,0,3,0,3,0
JabRef,org.jabref.gui.maintable.columns,FieldColumn,71,0,8,0,17,0,9,0,5,0
JabRef,org.jabref.gui.maintable.columns,FileColumn,275,0,14,0,64,0,19,0,12,0
JabRef,org.jabref.logic.util.io,AutoLinkPreferences,46,32,0,0,15,7,11,2,11,2
JabRef,org.jabref.logic.util.io,CitationKeyBasedFileFinder,11,161,3,19,4,35,3,13,0,5
JabRef,org.jabref.logic.util.io,FileNameCleaner,0,74,1,11,0,14,1,7,0,2
JabRef,org.jabref.logic.util.io,DatabaseFileLookup,78,0,4,0,17,0,7,0,5,0
JabRef,org.jabref.logic.util.io,AutoLinkPreferences.CitationKeyDependency,0,21,0,0,0,4,0,1,0,1
JabRef,org.jabref.logic.util.io,XMLUtil.NodeListWrapper,0,15,0,0,0,5,0,3,0,3
JabRef,org.jabref.logic.util.io,FileHistory,6,45,1,1,1,13,1,7,0,7
JabRef,org.jabref.logic.util.io,FileNameUniqueness,42,144,7,11,10,31,7,7,1,4
JabRef,org.jabref.logic.util.io,RegExpBasedFileFinder,58,318,7,27,15,61,7,20,0,10
JabRef,org.jabref.logic.util.io,FileFinders,16,11,2,1,3,2,3,1,1,1
JabRef,org.jabref.logic.util.io,FileUtil,109,450,12,40,22,82,15,42,7,24
JabRef,org.jabref.logic.util.io,XMLUtil,41,63,2,6,14,13,3,8,1,6
JabRef,org.jabref.model.paging,Page,0,32,0,0,0,11,0,6,0,6
JabRef,org.jabref.gui.openoffice,ManageCitationsDialogView,165,0,6,0,33,0,11,0,8,0
JabRef,org.jabref.gui.openoffice,OOBibBaseConnect,204,0,22,0,60,0,23,0,12,0
JabRef,org.jabref.gui.openoffice,OpenOfficePanel,1706,0,112,0,314,0,99,0,43,0
JabRef,org.jabref.gui.openoffice,OOBibBase,1518,0,94,0,363,0,86,0,38,0
JabRef,org.jabref.gui.openoffice,Bootstrap,356,0,20,0,87,0,23,0,13,0
JabRef,org.jabref.gui.openoffice,AdvancedCiteDialogViewModel,28,0,0,0,7,0,4,0,4,0
JabRef,org.jabref.gui.openoffice,StyleSelectDialogViewModel,301,0,8,0,56,0,19,0,15,0
JabRef,org.jabref.gui.openoffice,DetectOpenOfficeInstallation,148,0,20,0,38,0,16,0,6,0
JabRef,org.jabref.gui.openoffice,OOError,186,0,0,0,46,0,16,0,16,0
JabRef,org.jabref.gui.openoffice,CitationEntryViewModel,61,0,0,0,14,0,6,0,6,0
JabRef,org.jabref.gui.openoffice,ManageCitationsDialogViewModel,66,0,4,0,17,0,5,0,3,0
JabRef,org.jabref.gui.openoffice,Bootstrap.new Thread() {...},48,0,2,0,13,0,3,0,2,0
JabRef,org.jabref.gui.openoffice,StyleSelectDialogView,309,0,8,0,59,0,22,0,18,0
JabRef,org.jabref.gui.openoffice,AdvancedCiteDialogView,53,0,2,0,15,0,4,0,3,0
JabRef,org.jabref.gui.openoffice,StyleSelectItemViewModel,75,0,0,0,19,0,8,0,8,0
JabRef,org.jabref.gui.openoffice,OOBibBaseConnect.new Object() {...},19,0,0,0,6,0,3,0,3,0
JabRef,org.jabref.gui.openoffice,OpenOfficePanel.new Task() {...},5,0,0,0,2,0,2,0,2,0
JabRef,org.jabref.gui.openoffice,OpenOfficePanel.new Task() {...},23,0,0,0,4,0,2,0,2,0
JabRef,org.jabref.logic.openoffice.backend,Backend52,605,0,49,0,152,0,49,0,22,0
JabRef,org.jabref.logic.openoffice.backend,NamedRangeReferenceMark,726,0,54,0,177,0,42,0,15,0
JabRef,org.jabref.logic.openoffice.backend,Codec52.ParsedMarkName,18,0,0,0,7,0,1,0,1,0
JabRef,org.jabref.logic.openoffice.backend,GetContext,107,0,14,0,28,0,9,0,2,0
JabRef,org.jabref.logic.openoffice.backend,NamedRangeManagerReferenceMark,21,0,0,0,6,0,5,0,5,0
JabRef,org.jabref.logic.openoffice.backend,Codec52,108,0,12,0,31,0,15,0,7,0
JabRef,org.jabref.gui.theme,ThemeManager,68,318,14,8,19,76,14,26,3,26
JabRef,org.jabref.gui.theme,Theme.Type,0,21,0,0,0,2,0,1,0,1
JabRef,org.jabref.gui.theme,StyleSheetDataUrl,35,0,0,0,9,0,7,0,7,0
JabRef,org.jabref.gui.theme,StyleSheetFile,7,149,2,12,2,36,2,14,0,9
JabRef,org.jabref.gui.theme,Theme,63,84,10,10,10,24,10,10,4,6
JabRef,org.jabref.gui.theme,StyleSheet,30,84,1,9,6,19,3,7,2,3
JabRef,org.jabref.gui.theme,StyleSheetResource,18,0,0,0,7,0,5,0,5,0
JabRef,org.jabref.gui.preferences.externalfiletypes,ExternalFileTypesTabViewModel,119,0,2,0,30,0,10,0,9,0
JabRef,org.jabref.gui.preferences.externalfiletypes,ExternalFileTypesTab,172,0,0,0,33,0,18,0,18,0
JabRef,org.jabref.gui.bibtexextractor,ExtractBibtexDialog,97,0,0,0,16,0,4,0,4,0
JabRef,org.jabref.gui.bibtexextractor,ExtractBibtexAction,31,0,0,0,9,0,2,0,2,0
JabRef,org.jabref.gui.bibtexextractor,BibtexExtractor,384,0,30,0,83,0,27,0,12,0
JabRef,org.jabref.gui.bibtexextractor,BibtexExtractorViewModel,191,0,6,0,41,0,15,0,12,0
JabRef,org.jabref.gui.mergeentries,DiffHighlighting,303,0,20,0,60,0,21,0,9,0
JabRef,org.jabref.gui.mergeentries,DiffMode,70,0,0,0,13,0,4,0,4,0
JabRef,org.jabref.gui.mergeentries,MultiMergeEntriesViewModel,126,0,14,0,27,0,15,0,8,0
JabRef,org.jabref.gui.mergeentries,MergeEntriesAction,174,0,8,0,39,0,6,0,2,0
JabRef,org.jabref.gui.mergeentries,MergeEntries.DefaultRadioButtonSelectionMode,15,0,0,0,3,0,1,0,1,0
JabRef,org.jabref.gui.mergeentries,MergeEntries,1259,0,74,0,222,0,64,0,23,0
JabRef,org.jabref.gui.mergeentries,MultiMergeEntriesView,519,0,32,0,108,0,39,0,23,0
JabRef,org.jabref.gui.mergeentries,MultiMergeEntriesViewModel.EntrySource,86,0,0,0,20,0,6,0,6,0
JabRef,org.jabref.gui.mergeentries,MultiMergeEntriesView.Cell,229,0,4,0,51,0,7,0,5,0
JabRef,org.jabref.gui.mergeentries,FetchAndMergeEntry,482,0,28,0,91,0,27,0,13,0
JabRef,org.jabref.gui.mergeentries,MultiMergeEntriesView.FieldRow,201,0,8,0,41,0,10,0,6,0
JabRef,org.jabref.gui.mergeentries,MergeEntriesDialog,67,0,2,0,16,0,6,0,5,0
JabRef,org.jabref.gui.mergeentries,MergeWithFetchedEntryAction,76,0,2,0,14,0,3,0,2,0
JabRef,org.jabref.gui.mergeentries,DiffHighlightingEllipsingTextFlow,428,0,48,0,85,0,41,0,16,0
JabRef,org.jabref.logic.openoffice.style,OOFormatBibliography,309,0,24,0,66,0,20,0,8,0
JabRef,org.jabref.logic.openoffice.style,OOPreFormatter,11,353,6,55,2,88,5,33,0,4
JabRef,org.jabref.logic.openoffice.style,StyleLoader,33,253,3,17,10,60,3,16,0,9
JabRef,org.jabref.logic.openoffice.style,OOProcessNumericMarkers,46,0,6,0,11,0,6,0,3,0
JabRef,org.jabref.logic.openoffice.style,OOBibStyleGetNumCitationMarker,35,424,10,54,7,89,10,29,0,7
JabRef,org.jabref.logic.openoffice.style,OOBibStyleGetCitationMarker,53,969,23,165,12,229,22,83,0,11
JabRef,org.jabref.logic.openoffice.style,OOBibStyle.BibStyleMode,0,39,0,0,0,7,0,1,0,1
JabRef,org.jabref.logic.openoffice.style,OOBibStyleGetCitationMarker.FieldAndContent,0,9,0,0,0,4,0,1,0,1
JabRef,org.jabref.logic.openoffice.style,OOProcess,83,0,8,0,19,0,9,0,5,0
JabRef,org.jabref.logic.openoffice.style,OOBibStyle,179,1019,27,53,52,213,48,86,26,64
JabRef,org.jabref.logic.openoffice.style,OOProcessCitationKeyMarkers,42,0,4,0,11,0,4,0,2,0
JabRef,org.jabref.logic.openoffice.style,OOBibStyleGetCitationMarker.AuthorYearMarkerPurpose,0,21,0,0,0,4,0,1,0,1
JabRef,org.jabref.logic.openoffice.style,OOBibStyleGetCitationMarker.CitationMarkerNormEntryWrap,10,10,0,0,4,4,4,2,4,2
JabRef,org.jabref.logic.openoffice.style,OOProcessAuthorYearMarkers,248,0,30,0,57,0,21,0,6,0
JabRef,org.jabref.logic.remote.shared,RemoteMessage,0,27,0,0,0,5,0,1,0,1
JabRef,org.jabref.logic.remote.shared,Protocol,16,141,1,9,6,37,1,10,0,6
JabRef,org.jabref.model.schema,DublinCoreSchemaCustom,7,68,0,6,3,20,0,8,0,5
JabRef,org.jabref.logic.openoffice.frontend,UpdateBibliography,106,0,2,0,29,0,6,0,5,0
JabRef,org.jabref.logic.openoffice.frontend,OOFrontend,626,0,38,0,145,0,46,0,26,0
JabRef,org.jabref.logic.openoffice.frontend,UpdateCitationMarkers,139,0,16,0,37,0,12,0,4,0
JabRef,org.jabref.logic.openoffice.frontend,RangeForOverlapCheck,21,0,0,0,8,0,3,0,3,0
JabRef,org.jabref.gui.preferences.citationkeypattern,CitationKeyPatternTab,155,0,0,0,30,0,6,0,6,0
JabRef,org.jabref.gui.preferences.citationkeypattern,CitationKeyPatternTabViewModel,311,0,18,0,69,0,24,0,15,0
JabRef,org.jabref.model.entry.event,EntryChangedEvent,0,17,0,0,0,5,0,3,0,3
JabRef,org.jabref.model.entry.event,FieldAddedOrRemovedEvent,0,5,0,0,0,2,0,1,0,1
JabRef,org.jabref.model.entry.event,EntriesEvent,0,24,0,0,0,8,0,4,0,4
JabRef,org.jabref.model.entry.event,FieldChangedEvent,33,96,4,10,10,24,7,9,3,6
JabRef,org.jabref.model.entry.event,EntriesEventSource,0,33,0,0,0,6,0,1,0,1
JabRef,org.jabref.model.texparser,Citation,44,195,10,18,6,35,11,13,1,9
JabRef,org.jabref.model.texparser,LatexParserResult,72,110,7,9,7,26,12,10,5,9
JabRef,org.jabref.model.texparser,LatexBibEntriesResolverResult,41,52,5,5,6,13,9,5,4,5
JabRef,org.jabref.gui.preferences.groups,GroupsTabViewModel,136,0,5,0,29,0,11,0,8,0
JabRef,org.jabref.gui.preferences.groups,GroupsTab,65,0,0,0,13,0,3,0,3,0
JabRef,org.jabref.logic.formatter.bibtexfields,AddBracesFormatter,12,30,0,6,3,6,3,6,3,3
JabRef,org.jabref.logic.formatter.bibtexfields,EscapeAmpersandsFormatter,15,153,12,38,3,39,10,21,0,6
JabRef,org.jabref.logic.formatter.bibtexfields,EscapeDollarSignFormatter,0,26,0,0,0,7,0,6,0,6
JabRef,org.jabref.logic.formatter.bibtexfields,RemoveRedundantSpacesFormatter,14,16,0,0,4,4,4,3,4,3
JabRef,org.jabref.logic.formatter.bibtexfields,RemoveDigitsFormatter,14,16,0,0,4,4,4,3,4,3
JabRef,org.jabref.logic.formatter.bibtexfields,HtmlToLatexFormatter,78,274,6,22,7,53,6,16,0,8
JabRef,org.jabref.logic.formatter.bibtexfields,OrdinalsToSuperscriptFormatter,0,38,0,2,0,11,0,8,0,7
JabRef,org.jabref.logic.formatter.bibtexfields,RegexFormatter,12,159,1,9,3,45,4,9,3,5
JabRef,org.jabref.logic.formatter.bibtexfields,TrimWhitespaceFormatter,14,9,0,0,4,3,4,2,4,2
JabRef,org.jabref.logic.formatter.bibtexfields,NormalizeNamesFormatter,0,27,0,0,0,8,0,6,0,6
JabRef,org.jabref.logic.formatter.bibtexfields,HtmlToUnicodeFormatter,0,23,0,0,0,6,0,6,0,6
JabRef,org.jabref.logic.formatter.bibtexfields,RemoveHyphenatedNewlinesFormatter,14,19,0,0,4,5,4,3,4,3
JabRef,org.jabref.logic.formatter.bibtexfields,ReplaceTabsBySpaceFormater,14,16,0,0,4,4,4,3,4,3
JabRef,org.jabref.logic.formatter.bibtexfields,ShortenDOIFormatter,8,40,0,0,3,11,0,8,0,8
JabRef,org.jabref.logic.formatter.bibtexfields,NormalizeMonthFormatter,0,30,0,0,0,8,0,6,0,6
JabRef,org.jabref.logic.formatter.bibtexfields,UnicodeToLatexFormatter,1,157,2,18,1,35,2,15,0,7
JabRef,org.jabref.logic.formatter.bibtexfields,ClearFormatter,0,22,0,0,0,7,0,6,0,6
JabRef,org.jabref.logic.formatter.bibtexfields,NormalizeEnDashesFormatter,12,10,0,0,3,3,3,3,3,3
JabRef,org.jabref.logic.formatter.bibtexfields,EscapeUnderscoresFormatter,0,30,0,0,0,8,0,7,0,7
JabRef,org.jabref.logic.formatter.bibtexfields,NormalizePagesFormatter,0,81,1,7,0,21,1,10,0,7
JabRef,org.jabref.logic.formatter.bibtexfields,RemoveNewlinesFormatter,14,19,0,0,4,5,4,3,4,3
JabRef,org.jabref.logic.formatter.bibtexfields,LatexCleanupFormatter,0,101,0,0,0,25,0,7,0,7
JabRef,org.jabref.logic.formatter.bibtexfields,NormalizeDateFormatter,0,27,0,0,0,7,0,6,0,6
JabRef,org.jabref.logic.formatter.bibtexfields,RemoveBracesFormatter,0,87,0,16,0,24,0,15,0,7
JabRef,org.jabref.logic.formatter.bibtexfields,CleanupUrlFormatter,0,46,0,2,0,13,0,8,0,7
JabRef,org.jabref.logic.formatter.bibtexfields,UnitsToLatexFormatter,0,365,0,8,0,27,0,11,0,7
JabRef,org.jabref.logic.importer,PagedSearchBasedParserFetcher,23,43,0,0,6,9,0,4,0,4
JabRef,org.jabref.logic.importer,FulltextFetcher,0,2,0,0,0,1,0,1,0,1
JabRef,org.jabref.logic.importer,IdBasedParserFetcher,20,57,2,6,4,15,2,5,0,3
JabRef,org.jabref.logic.importer,AuthorListParser,0,938,5,179,0,210,5,96,0,8
JabRef,org.jabref.logic.importer,WebFetcher,2,5,0,0,1,1,1,1,1,1
JabRef,org.jabref.logic.importer,CompositeIdFetcher,2,59,0,6,1,13,1,5,1,2
JabRef,org.jabref.logic.importer,Parser,0,9,0,0,0,1,0,1,0,1
JabRef,org.jabref.logic.importer,ImportFormatReader.UnknownFormatImport,0,9,0,0,0,4,0,1,0,1
JabRef,org.jabref.logic.importer,SearchBasedFetcher,6,19,0,2,2,6,0,2,0,1
JabRef,org.jabref.logic.importer,FetcherException,0,15,0,0,0,6,0,3,0,3
JabRef,org.jabref.logic.importer,SearchBasedParserFetcher,15,36,0,0,4,10,0,3,0,3
JabRef,org.jabref.logic.importer,ParseException,5,8,0,0,2,4,1,2,1,2
JabRef,org.jabref.logic.importer,Importer,20,251,7,15,9,51,8,19,1,15
JabRef,org.jabref.logic.importer,IdParserFetcher,34,34,1,1,11,7,2,2,1,2
JabRef,org.jabref.logic.importer,ImportFormatReader,95,394,5,17,20,70,6,18,2,11
JabRef,org.jabref.logic.importer,ImportCleanup,10,24,3,1,2,8,2,3,0,3
JabRef,org.jabref.logic.importer,AuthorListParser.Token,0,27,0,0,0,5,0,1,0,1
JabRef,org.jabref.logic.importer,FetcherResult,0,15,0,0,0,6,0,3,0,3
JabRef,org.jabref.logic.importer,OpenDatabase,0,56,0,2,0,9,0,4,0,3
JabRef,org.jabref.logic.importer,ParserResult,52,155,3,11,16,42,11,23,8,19
JabRef,org.jabref.logic.importer,ImporterPreferences,43,40,0,0,15,9,11,3,11,3
JabRef,org.jabref.logic.importer,ImportException,9,4,0,0,4,2,2,1,2,1
JabRef,org.jabref.logic.importer,FulltextFetchers,39,134,0,2,15,33,2,15,2,14
JabRef,org.jabref.logic.importer,WebFetchers,84,431,8,2,17,69,7,7,2,7
JabRef,org.jabref.logic.importer,ImportFormatPreferences,39,0,0,0,14,0,7,0,7,0
JabRef,org.jabref.logic.importer,PagedSearchBasedFetcher,13,28,1,1,3,6,1,3,0,3
JabRef,org.jabref.logic.importer,QueryParser,3,36,0,0,2,9,0,2,0,2
JabRef,org.jabref.logic.importer,EntryBasedParserFetcher,15,38,0,2,5,10,1,2,1,1
JabRef,org.jabref.logic.remote.server,RemoteListenerServer,20,81,3,4,6,26,3,6,0,5
JabRef,org.jabref.logic.remote.server,RemoteListenerServerThread,0,34,0,0,0,11,0,4,0,4
JabRef,org.jabref.logic.remote.server,RemoteListenerServerLifecycle,4,84,2,12,3,26,2,14,0,9
JabRef,org.jabref.logic.bibtex,FieldContentFormatter,0,57,0,2,0,13,0,5,0,4
JabRef,org.jabref.logic.bibtex,InvalidFieldValueException,0,4,0,0,0,2,0,1,0,1
JabRef,org.jabref.logic.bibtex,BibEntryWriter,0,364,0,24,0,86,0,27,0,15
JabRef,org.jabref.logic.bibtex,FieldContentFormatterPreferences,0,15,0,0,0,7,0,3,0,3
JabRef,org.jabref.logic.bibtex,FieldWriterPreferences,0,26,0,0,0,10,0,5,0,5
JabRef,org.jabref.logic.bibtex,FileFieldWriter,0,103,0,12,0,23,0,11,0,5
JabRef,org.jabref.logic.bibtex,FieldWriter,62,307,8,52,13,71,7,34,0,11
JabRef,org.jabref.logic.importer.fileformat.mods,PhysicalDescriptionNote,85,0,2,0,36,0,24,0,23,0
JabRef,org.jabref.logic.importer.fileformat.mods,EnumerationAndChronologyDefinition,10,0,0,0,4,0,3,0,3,0
JabRef,org.jabref.logic.importer.fileformat.mods,RecordIdentifierDefinition,7,3,0,0,3,1,2,1,2,1
JabRef,org.jabref.logic.importer.fileformat.mods,Extent,7,3,0,0,3,1,2,1,2,1
JabRef,org.jabref.logic.importer.fileformat.mods,NamePartDefinition,0,10,0,0,0,4,0,3,0,3
JabRef,org.jabref.logic.importer.fileformat.mods,CodeOrText,31,25,4,0,5,6,4,2,2,2
JabRef,org.jabref.logic.importer.fileformat.mods,PlaceDefinition,12,14,2,2,5,4,3,3,2,2
JabRef,org.jabref.logic.importer.fileformat.mods,CitySectionDefinition,10,0,0,0,4,0,3,0,3,0
